Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,ID,Idaho,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"4,787",83.5,81.9,85,161,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,16,BO1,CAT1,HLTHPLN1,RESP046,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,679,16.5,15,18.1,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,16,BO1,CAT1,HLTHPLN1,RESP054,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"3,839",63.6,61.6,65.5,251,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,16,BO1,CAT1,PERSDOC2,RESP050,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,439,7.1,6.2,8,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,16,BO1,CAT1,PERSDOC2,RESP053,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,"1,170",29.3,27.4,31.3,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,16,BO1,CAT1,PERSDOC2,RESP054,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,845",79.8,77.9,81.7,207,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,16,BO1,CAT1,_HCVU651,RESP046,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,645,20.2,18.3,22.1,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,16,BO1,CAT1,_HCVU651,RESP054,"(43.682630005000476, -114.3637300419997)"
2014,IL,Illinois,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"4,687",88.1,86.7,89.5,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,17,BO1,CAT1,HLTHPLN1,RESP046,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,356,11.9,10.5,13.3,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,17,BO1,CAT1,HLTHPLN1,RESP054,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"4,043",74.6,73,76.3,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,17,BO1,CAT1,PERSDOC2,RESP050,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,318,6.3,5.4,7.2,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,17,BO1,CAT1,PERSDOC2,RESP053,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,690,19.1,17.5,20.6,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,17,BO1,CAT1,PERSDOC2,RESP054,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"3,042",85.7,84,87.4,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,17,BO1,CAT1,_HCVU651,RESP046,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,342,14.3,12.7,16,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,17,BO1,CAT1,_HCVU651,RESP054,"(40.48501028300046, -88.99771017799969)"
2014,IN,Indiana,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"10,462",85.3,84.3,86.3,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,18,BO1,CAT1,HLTHPLN1,RESP046,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"1,016",14.8,13.8,15.8,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,18,BO1,CAT1,HLTHPLN1,RESP054,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"9,260",74,72.8,75.2,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,18,BO1,CAT1,PERSDOC2,RESP050,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,792,6.3,5.7,6.9,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,18,BO1,CAT1,PERSDOC2,RESP053,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,"1,418",19.7,18.6,20.8,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,18,BO1,CAT1,PERSDOC2,RESP054,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"6,224",82,80.7,83.2,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,18,BO1,CAT1,_HCVU651,RESP046,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,959,18,16.8,19.3,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,18,BO1,CAT1,_HCVU651,RESP054,"(39.766910452000445, -86.14996019399968)"
2014,IA,Iowa,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"7,712",92.3,91.4,93.2,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,19,BO1,CAT1,HLTHPLN1,RESP046,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,397,7.7,6.8,8.6,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,19,BO1,CAT1,HLTHPLN1,RESP054,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"6,428",73.1,71.7,74.5,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,19,BO1,CAT1,PERSDOC2,RESP050,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,602,7.4,6.7,8.2,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,19,BO1,CAT1,PERSDOC2,RESP053,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,"1,064",19.5,18.2,20.8,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,19,BO1,CAT1,PERSDOC2,RESP054,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"4,719",90.4,89.3,91.5,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,19,BO1,CAT1,_HCVU651,RESP046,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,372,9.6,8.5,10.7,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,19,BO1,CAT1,_HCVU651,RESP054,"(42.46940091300047, -93.81649055599968)"
2014,KS,Kansas,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"12,331",85.5,84.7,86.3,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,20,BO1,CAT1,HLTHPLN1,RESP046,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"1,332",14.5,13.7,15.3,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,20,BO1,CAT1,HLTHPLN1,RESP054,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"11,152",75.9,74.9,76.8,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,20,BO1,CAT1,PERSDOC2,RESP050,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,704,4.7,4.3,5.1,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,20,BO1,CAT1,PERSDOC2,RESP053,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,"1,852",19.4,18.5,20.3,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,20,BO1,CAT1,PERSDOC2,RESP054,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"7,899",82.4,81.4,83.4,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,20,BO1,CAT1,_HCVU651,RESP046,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,256",17.6,16.6,18.6,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,20,BO1,CAT1,_HCVU651,RESP054,"(38.34774030000045, -98.20078122699965)"
2014,KY,Kentucky,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"10,587",90,88.9,91.2,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,21,BO1,CAT1,HLTHPLN1,RESP046,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,576,10,8.8,11.1,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,21,BO1,CAT1,HLTHPLN1,RESP054,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"9,040",73.4,71.9,74.8,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,21,BO1,CAT1,PERSDOC2,RESP050,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,793,6.1,5.4,6.8,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,21,BO1,CAT1,PERSDOC2,RESP053,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,"1,338",20.6,19.1,22,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,21,BO1,CAT1,PERSDOC2,RESP054,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"6,573",87.8,86.4,89.2,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,21,BO1,CAT1,_HCVU651,RESP046,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,537,12.2,10.8,13.6,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,21,BO1,CAT1,_HCVU651,RESP054,"(37.645970271000465, -84.77497104799966)"
2014,LA,Louisiana,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"5,829",81.3,80,82.6,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,22,BO1,CAT1,HLTHPLN1,RESP046,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,922,18.7,17.4,20,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,22,BO1,CAT1,HLTHPLN1,RESP054,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"4,814",65.5,64,67,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,22,BO1,CAT1,PERSDOC2,RESP050,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,697,9,8.2,9.8,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,22,BO1,CAT1,PERSDOC2,RESP053,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,"1,240",25.6,24.1,27,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,22,BO1,CAT1,PERSDOC2,RESP054,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"3,725",77.3,75.7,78.8,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,22,BO1,CAT1,_HCVU651,RESP046,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,891,22.7,21.2,24.3,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,22,BO1,CAT1,_HCVU651,RESP054,"(31.31266064400046, -92.44568007099969)"
2014,ME,Maine,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"8,396",89,88,90,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,23,BO1,CAT1,HLTHPLN1,RESP046,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,717,11,10,12,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,23,BO1,CAT1,HLTHPLN1,RESP054,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"7,903",83.2,82.1,84.4,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,23,BO1,CAT1,PERSDOC2,RESP050,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,431,4.6,4,5.3,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,23,BO1,CAT1,PERSDOC2,RESP053,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,761,12.1,11.1,13.2,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,23,BO1,CAT1,PERSDOC2,RESP054,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"5,025",86.1,84.8,87.3,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,23,BO1,CAT1,_HCVU651,RESP046,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,671,13.9,12.7,15.2,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,23,BO1,CAT1,_HCVU651,RESP054,"(45.254228894000505, -68.98503133599962)"
2014,MD,Maryland,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"12,030",90.8,89.6,92,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,24,BO1,CAT1,HLTHPLN1,RESP046,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,497,9.2,8,10.4,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,24,BO1,CAT1,HLTHPLN1,RESP054,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"9,930",73.3,71.7,74.8,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,24,BO1,CAT1,PERSDOC2,RESP050,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,"1,432",9.3,8.5,10.1,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,24,BO1,CAT1,PERSDOC2,RESP053,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,"1,140",17.5,16,18.9,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,24,BO1,CAT1,PERSDOC2,RESP054,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"7,223",89,87.5,90.5,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,24,BO1,CAT1,_HCVU651,RESP046,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,440,11,9.5,12.5,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,24,BO1,CAT1,_HCVU651,RESP054,"(39.29058096400047, -76.60926011099963)"
2014,MA,Massachusetts,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"15,098",95.4,94.8,96,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,25,BO1,CAT1,HLTHPLN1,RESP046,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,488,4.6,4,5.2,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,25,BO1,CAT1,HLTHPLN1,RESP054,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"13,861",84.9,84,85.9,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,25,BO1,CAT1,PERSDOC2,RESP050,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,725,4.4,3.9,4.9,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,25,BO1,CAT1,PERSDOC2,RESP053,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,"1,006",10.7,9.8,11.6,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,25,BO1,CAT1,PERSDOC2,RESP054,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"9,211",94.6,93.8,95.4,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,25,BO1,CAT1,_HCVU651,RESP046,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,404,5.4,4.6,6.2,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,25,BO1,CAT1,_HCVU651,RESP054,"(42.27687047000046, -72.08269067499964)"
2014,MI,Michigan,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"7,860",89.7,88.8,90.7,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,26,BO1,CAT1,HLTHPLN1,RESP046,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,568,10.3,9.3,11.2,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,26,BO1,CAT1,HLTHPLN1,RESP054,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"7,160",79.6,78.4,80.8,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,26,BO1,CAT1,PERSDOC2,RESP050,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,351,4.3,3.8,4.9,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,26,BO1,CAT1,PERSDOC2,RESP053,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,911,16.1,15,17.2,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,26,BO1,CAT1,PERSDOC2,RESP054,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"4,910",87.3,86.1,88.5,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,26,BO1,CAT1,_HCVU651,RESP046,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,537,12.7,11.5,13.9,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,26,BO1,CAT1,_HCVU651,RESP054,"(44.6613195430005, -84.71439026999968)"
2014,MN,Minnesota,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"15,492",92.7,92.1,93.3,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,27,BO1,CAT1,HLTHPLN1,RESP046,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,876,7.3,6.7,7.9,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,27,BO1,CAT1,HLTHPLN1,RESP054,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"12,076",69.4,68.5,70.3,252,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,27,BO1,CAT1,PERSDOC2,RESP050,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,"1,087",6.5,6,6.9,253,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,27,BO1,CAT1,PERSDOC2,RESP053,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,"3,187",24.2,23.3,25,254,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,27,BO1,CAT1,PERSDOC2,RESP054,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"10,839",91.2,90.5,91.9,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,27,BO1,CAT1,_HCVU651,RESP046,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,817,8.8,8.1,9.5,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,27,BO1,CAT1,_HCVU651,RESP054,"(46.35564873600049, -94.79420050299967)"
2014,MS,Mississippi,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"3,699",81.2,79.3,83.1,161,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,28,BO1,CAT1,HLTHPLN1,RESP046,"(32.745510099000455, -89.53803082499968)"
